,overall,reviewTime,reviewerID,style,reviewText,summary,product_id,place,age,gender
2198,4,"03 8, 2017",A37K0VP2H8FKOU,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}","I needed a wide size, that option was not available. So I went up a half size bigger hoping that would work. It's not quite comfortable but I am  able to wear them. I like the shoes.",Not quite wide enough,P04511,Karnataka,22,female
2199,5,"03 6, 2017",AZYHPRWLMSY9O,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Look great,Five Stars,P01497,Haryana,28,female
2200,5,"02 26, 2017",A1GZ9Z5M3Q4FDK,"{'Size:': ' 6 B(M) US', 'Color:': ' black'}","I love these shoes. I am rather basic when it comes to Nikes, I don't need all the cool colors, so these look amazing and feel amazing, like they were made for my feet. I definitely suggest purchasing them.","Simple look, outstanding comfort!",P00499,Gujarat,39,male
2201,4,"02 24, 2017",A3F5015D4BBJM9,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Cute and comfy. Sleek design. My only complaint is the fly wire loosens up and my shoe sometimes slips off my heels during heavy sled runs. I have two pairs of this style.,My second favorite.,P08265,Rajasthan,42,male
2202,5,"02 24, 2017",ABKS5CX4GI72B,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",I love them!,Five Stars,P05404,Kerala,27,female
2203,4,"02 21, 2017",A2A1WECA7Y5UPN,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/Hyper Violet/Total Crimson/White'}",normally Nike fits small so we go up a half size. These actually fit to my wife's appropriate size. So be ware when you order.,Fit to actual size.,P07423,Maharashtra,10,male
2204,5,"02 21, 2017",A3PRZ9ESGB2KPU,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",love these shoes. use them to workout inside and to work,Five Stars,P03334,Uttar Pradesh,30,female
2205,3,"02 16, 2017",A3JGWZXFBDENRB,"{'Size:': ' 7 B(M) US', 'Color:': ' Grey'}","I was shocked at how small these shoes were, not true at all to size, and I own multiple shoes in this brand. The quality could have been better, in my opinion -- very little support from the upper.","Too small, flimsy upper",P01948,Punjab,12,male
2206,5,"02 15, 2017",A6BHQ6FNIRI1K,"{'Size:': ' 7.5 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}","Great shoes - was looking for something to replace my barefeet so I can wear orthotics while kickboxing. These are light weight, hug my feet comfortably and have a thinner upper so I can still feel the bag when I kick AND they have good lateral stability. My feet are on the narrow side so it's hard to find shoes that are snug enough. These are perfect. Oh, and they are really cute too.",Great for kickboxing,P00301,Karnataka,24,male
2207,5,"02 13, 2017",A1EE1EP2G0HKQ,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",They fit perfectly. These shoes are great for walking - so very comfortable. Love them.,These shoes are great for walking - so very comfortable,P09212,West Bangal,36,male
2208,5,"02 12, 2017",A2DDYH2QTGQ6FZ,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Good fit and comfy.  Not so cushiony so definetly better for training and not for running or aerobics. Bought size 8 which is my usual size.,Good choice for training shoe,P08603,Andhra Pradesh,55,female
2209,5,"02 11, 2017",A2T47RI1J0I7JM,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Light weight and comfortable,Five Stars,P00705,Kerala,36,male
2210,4,"02 8, 2017",ABWHIDHK8JSRD,"{'Size:': ' 8 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}","I was wearing running shoes for cardio dance classes at the gym because I thought they would be sufficient. After getting 2 blood blisters I did some research and found out cross trainers would be more appropriate which is how I ended up buying this pair. They are slightly longer in look then I  would like but I think that is typical of cross trainers. Also, the lacing is done in a way that allows you to tie too tightly if you're not careful (my toes were tingling during one particular work out when I had done this). Other then that I am very happy with the shoes.",They are slightly longer in look then I was would like but I think that is typical of cross trainers,P00499,Andhra Pradesh,41,female
2211,4,"02 6, 2017",ADUWEIS0CHJV8,"{'Size:': ' 8 B(M) US', 'Color:': ' Bright Mango/Crimson/White/Blue'}","Nikes usually run small and I'm a 7.5, so I ordered these in an 8 and they were actually very roomy.  I love them but they are definitely bright orange/coral and not bright crimson like the description said.  I thought they'd be more red in hue to wear with my Ohio State clothes, but instead I use them for running.",I love them but they are definitely bright orange/coral and not ...,P03940,Gujarat,30,male
2212,2,"02 2, 2017",A2JD3RN8JCO62Z,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",Color was not at all what i expected.  It was more orange then red.  Not sure that I am going to keep them.,Color was not at all what i expected. It ...,P09212,Delhi,42,female
2213,5,"02 1, 2017",A3BN0MRGRDKM0J,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Perfect fit! Brand new in new box completely perfect condition and on sale!!! Awesome! Highly reccomend! Super cute shoes.,Super cute and on sale!!,P06456,Punjab,62,male
2214,3,"01 31, 2017",AODFGQL9CC7G7,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",Squeaky,Three Stars,P03691,Delhi,40,female
2215,5,"01 25, 2017",A13P82MG3XFWV1,"{'Size:': ' 7 B(M) US', 'Color:': ' Grey'}","If you wear Nike on the regular, then you should pretty much know your size. I wear only 7's in Nike, and it fit just as expected. I have many of the trail runner generations, and love them all. they're my go to sneakers for the gym use, or casual wear. I have a pair I used mostly for casual wear that have lasted about 5 years. Another pair that I used for cross fit/outdoor runs that lasted a little over a year (very vigorous daily use). All in all, these shoes are great for me. They're lightweight, and comfortable.",then you should pretty much know your size,P08265,West Bangal,38,male
2216,5,"01 22, 2017",A8I41EKH4UI1Y,"{'Size:': ' 9.5 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Great arch support and cushion both for the heel and ball of the foot. Great aerobic shoe!,Nice Support,P03232,Delhi,50,female
2217,5,"01 20, 2017",ADJRDVMENHF0J,"{'Size:': ' 9 B(M) US', 'Color:': ' Grey'}","Good quality, perfect fit.  It's a Nike!",Good Sneaker,P03117,Tamil Nadu,15,male
2218,5,"01 18, 2017",A3QKKFB26AZSMG,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Volt-pure Platinum'}","Size 8, but purchased 8.5 for a more comfortable feel, considering shrinkage as a result of perspiration.",Satisfied,P03117,Uttar Pradesh,31,female
2219,2,"01 18, 2017",A1IE5BGNY2JTF4,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","I've always gotten this size in Nike shoes with similar description, but these are too long- at least an inch and 1/2.",Too large,P06064,Haryana,16,female
2220,5,"01 18, 2017",A1F6LKEC43RSZM,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}","Very lightweight. Normal Nike quality. Pink is very bright , colors look great together.",colors look great together.,P08461,Haryana,14,male
2221,5,"01 18, 2017",A3BZKR332FQEP8,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black'}",Love them!!,Five Stars,P09567,Uttar Pradesh,15,female
2222,4,"01 18, 2017",ARY4E7Y947T9P,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Arrived on time. I probably should have gone with a 7.5 instead of an 8 because they do seem a little big, but if I wear thick socks they are fine. Also, they can sometimes make a very annoying squeaky noise when I run on certain surfaces so I'm trying to get them worn in. Over-all, I am satisfied with my purchase!",but if I wear thick socks they are fine. Also,P09212,Gujarat,48,male
2223,1,"01 15, 2017",A8DR2Z71DERN0,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",After less than a week the sole ripped off on the outside of the shoe,Poor quality for Nike,P00705,Kerala,14,male
2224,4,"01 13, 2017",A3RP2S6J4VUA7D,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/Red Bronze/White'}",The lines don't really show up unless there is a bright light on them. But other than that they are perfect. They are very true to size and are comfortable the first time you put them on.,4/5,P05707,Haryana,45,female
2225,5,"01 12, 2017",A34NDY5V71MVJ6,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}","I love these!  I ordered an 8.5 which is my normal shoe size and they fit great.  I used them for my strength training class and they performed well, and they are sooooo pretty!  Comfortable, low profile and stylish!",LOVE!,P07818,Madhya Pradesh,37,female
2226,5,"01 12, 2017",A2AXI9WHORKU6X,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Cute and comfortable,Five Stars,P08730,Maharashtra,31,male
2227,5,"01 10, 2017",AOYR5V85UYA8O,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}",Very comfortable.,Five Stars,P01750,Sikkim,12,male
2228,5,"01 7, 2017",A38Z4KJHHVY0AU,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/Red Bronze/White'}","Sizing was perfect as ordered. Quality appears good, still new, not too much more to report.",Correct size,P04165,Delhi,52,female
2229,5,"01 7, 2017",A1WK3VVSUB1FY7,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/Red Bronze/White'}","Size really depends on the brand.  I wear a 6.5 in Nike and they fit me perfectly.  These shoes are comfortable, they wrap around my feet like a bandage but do not restrict movement.",Perfect for the gym,P03451,Punjab,52,female
2230,4,"01 6, 2017",A3KWGJH9EBRLE8,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/Red Bronze/White'}",I was really excited when I opened the box to see the color is exactly like the image shows! I have the Nike flex tr 5 and used the same size to order these. They are a little bigger than expected but still comfortable.,... opened the box to see the color is exactly like the image shows,P03090,Kerala,58,male
2231,1,"01 4, 2017",A199ICSPL9EXJ5,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}","Returning these. the pictures on here make the shoe appear all black with a touch of pink in the check. however, the whole shoe has pink coming through. I was looking for an all black shoe. I ordered the Nike Women's Flex Supreme TR3 instead and love them!!!",I ordered the Nike Women's Flex Supreme TR3 instead and love them!,P08675,Tamil Nadu,25,male
2232,5,"01 4, 2017",A11D8CLU9H24YK,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black'}","wow these are the most comfortable, light weight shoes. I love them!!",so light & comfortable!,P02326,Punjab,24,female
2233,5,"01 1, 2017",A3A90ECS7ALV4T,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/Red Bronze/White'}",love the lightweight and the fit,Five Stars,P01845,Karnataka,54,male
2234,5,"01 1, 2017",A1LLX8PMQSAUHT,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","fits perfect, my daughter loves them",Five Stars,P08187,Karnataka,36,male
2235,5,"12 31, 2016",A62VUJ6MUZU6M,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Finally, after trying about 10 pairs of Nike's, these were a perfect fit.  They are light and very comfortable, I really just forget about my feet when I'm wearing them.",these were a perfect fit. They are light and very comfortable,P06064,Gujarat,36,female
2236,5,"12 29, 2016",A37RTXMIC21YOH,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Came quick and my daughter LOVES them,Five Stars,P02254,Kerala,19,male
2237,5,"12 29, 2016",A2JMHGCCBZPYP4,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/Red Bronze/White'}",Great Gift - she loved it!  It's a nice shoe!,Five Stars,P03691,Punjab,35,female
2238,5,"12 28, 2016",A29KOO6WMPLGOQ,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Perfect!,Just what I wanted!,P07650,Sikkim,68,male
2239,5,"12 28, 2016",A3LWEZO2OWFJX5,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}","Bought these for my daughter and she loves them.  She tried them on at a retail store a couple months prior, so I knew her exact size.",Bought these for my daughter and she loves them. ...,P01948,Pondicherry,40,female
2240,5,"12 27, 2016",A1IR4GED6BXNSR,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Great product and fast shipping!,Five Stars,P01845,Madhya Pradesh,13,female
2241,2,"12 25, 2016",A9MNC403IAKFS,"{'Size:': ' 10 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}","Tried one in the store and bought it online but it was a different  kind of shoe . Too big , different fit !",Tried one in the store and bought it online but ...,P07095,Pondicherry,65,female
2242,5,"12 23, 2016",ASEXDKPTYY14D,"{'Size:': ' 10 B(M) US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}","I had the older generation of this shoe that survived 2 or 3 mud runs and of all my aches and pains, my feet was not one of them. This is because of this shoe. Nike really dropped the mic with this.",I had the older generation of this shoe that survived ...,P03344,Haryana,33,female
2243,5,"12 22, 2016",AEHOCC2S72M38,"{'Size:': ' 12 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",This pair fits perfect.....the first pair was wrong size in the right box.....definitely order again!!!!!,Five Stars,P04725,Madhya Pradesh,45,female
2244,2,"12 16, 2016",A1R7S4XNZLSLBH,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",I returned these as they were not true to size. They ran large.,Not true to size,P00705,Lakshadweep,12,male
2245,1,"12 15, 2016",A3PTZ7IHGU9BA8,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/Red Bronze/White'}",wrong shoes,One Star,P05182,Pondicherry,39,male
2246,5,"12 12, 2016",AZ7P3NH09B66S,"{'Size:': ' 8.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",There very nice,Nice,P03609,Sikkim,10,male
2247,5,"12 12, 2016",A37OEAOYVLKYC,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","I actually have 3 pairs of these trainers.  They are very comfortable, there is a neoprene sleeve that goes around your ankle that makes them the most comfortable for me compared to normal athletic shoes.  They run a little narrow - for me this is perfect, but you may want to round up on the size or try on in the store first if your feet are on the wider side.",Great,P07954,Madhya Pradesh,31,female
2248,4,"12 8, 2016",A1QGX3IWOHIZYA,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/Red Bronze/White'}",Just too big otherwise I liked them!,Four Stars,P00663,Assam,63,female
2249,4,"12 4, 2016",A1DF4MM3K93J0W,"{'Size:': ' 6.5 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",Comfortable shoe.  I would buy again,Four Stars,P04413,Punjab,57,male
2250,4,"12 2, 2016",A2VMKNYTJ973O3,"{'Size:': ' 9.5 D Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Light weight and comfortable.,Four Stars,P09756,Tamil Nadu,23,female
2251,5,"12 2, 2016",A1OZMZ4FLR5UPW,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Fit my size perfectly and very comfortable!,Five Stars,P01417,Sikkim,13,male
2252,5,"12 1, 2016",A3G2IEH99QRNYP,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Volt-pure Platinum'}",Love these shoes! Needed new running shoes and these are perfect. Light weight and fit great!,Five Stars,P03283,Haryana,56,female
2253,5,"11 28, 2016",A9E07GS8ZV3ON,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Purchased these for our teenage daughter. She loves them. For both casual wear and sports.,Five Stars,P09587,Lakshadweep,25,female
2254,5,"11 27, 2016",ACDIEMICS7XGC,"{'Size:': ' 10 B(M) US', 'Color:': ' Pink Blast/Stealth/Hyper Pink/White'}","Love these shoes, I have worn them all day and found them really comfortable with no aching feet at the end of the day. Fantastic colour and true to size. I also bought  Nike Women's Flex Supreme Tr 3 Pnk Pw/Mtllc Slvr/Cl Gry/White Training Shoe and these shoes are slightly more comfortable than those even though they look very similar.",Love them,P06917,Punjab,47,female
2255,5,"11 23, 2016",A1223JGQ0GRSPT,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Super light weight comfortable! Kick box in these and run too. Good support!,Super light weight versatile,P07825,Tamil Nadu,45,female
2256,4,"11 21, 2016",AUDAQGK21DH1Z,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Cool Grey/Rage Green/Hyper Turquoise'}","i bought a pair from DSW for 50$ and they are very comfortable but i bought a size 6.5 when I normally where a size 7.  and even the 6.5 feels a little roomy.  I have wide flat feet btw.  im not sure if I will keep them even though i love their look and comfort.  I've been having feet problems while taking a gym class and I think they won't give me enough support when running.  they're great for wearing at home or gym and doing exercises in one place- extremely light weight and flexible, but i don't know if they'll last long if you use them everywhere else.  :(  i really like them but i cant just buy 2 different shoes.
also, i really like the strings inside the lining on the side of the shoes to adjust and make the shoe fit snug. it makes me feel secure :D",very comfortable but limited use,P07825,Rajasthan,40,male
2257,4,"11 16, 2016",ATSUXY7ASCGPY,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Volt-pure Platinum'}",Not a lot of arch support but really lightweight.,Four Stars,P01435,Sikkim,48,female
2258,5,"11 16, 2016",AY6GA8WZR3JKV,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",EXCELLENT,Five Stars,P01903,Andhra Pradesh,69,female
2259,3,"11 14, 2016",A1NBH6OGAD3BSK,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",Good for non-aerobic workout. Mesh was very comfortable but no support for lateral movrment.,Not for aerobic exercise,P01948,Karnataka,67,male
2260,5,"11 11, 2016",A3DIMXA53RL7P,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Favorite Nikes ever. I already owned this style and was ready for a new pair so I went with these. Love the color and they fit great.,Favorite Nikes ever,P08675,Kerala,51,female
2261,4,"11 11, 2016",A2RI4IA5982B8I,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Light-weight comfy shoes.,Four Stars,P08749,Andhra Pradesh,44,male
2262,5,"11 9, 2016",A1EWNWTJPKEO4Z,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Tried a lot of shoes for cross training and these were the best!,... of shoes for cross training and these were the best!,P03691,Assam,44,female
2263,4,"11 8, 2016",AXKDU1CHG7Y4,"{'Size:': ' 6.5 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}","Wish they had a little more support/cushion, but I love everything else about them!","Overall, a grwat shoe.",P08396,Sikkim,27,male
2264,5,"11 7, 2016",A2FCRNY9C46Q4H,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica pain that goes into my feet I have difficulty finding the proper support and comfort in shoes I would recommend these most definitely.,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica ...,P02116,West Bangal,60,female
2265,3,"11 6, 2016",AJWSFNS4F87M6,"{'Size:': ' 8.5 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}",After my purchased I found out they are overpriced. They feel good but I will not recommended if you need Wide fit.,They feel good but I will not recommended if you need Wide ...,P00980,Gujarat,47,female
2266,3,"10 30, 2016",A2KGKIJ528667I,"{'Size:': ' 10 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}","I bought a pair of these in my size, but they are too small. I can get my feet in them but not comfortably. It's too bad because I can tell the soles are comfortable. Of course, now I've work them to work so I can't return them.",Get a half-size or more larger than usual.,P04165,Maharashtra,19,female
2267,5,"10 29, 2016",A2CP5A30XO5JUO,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Love them!  Very comfortable and great for weight training!,Love them! Very comfortable and great for weight training,P00499,Lakshadweep,10,female
2268,3,"10 26, 2016",A6IYTCB1PQ6NR,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Took other reviewers advice and went up half size and it was too large. I thought this was a more sock-like fit but it had a tongue that came up high on my ankle not at all sock like. Nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes. These just weren't what I was looking for.,Not as expected,P08603,Lakshadweep,27,male
2269,5,"10 25, 2016",A3CXL2P49AQQRH,"{'Size:': ' 6 B(M) US', 'Color:': ' black'}",Really comfortable and very cute.,Five Stars,P02116,Karnataka,59,female
2270,5,"10 24, 2016",A1TEBP1FCCJW5V,"{'Size:': ' 7 B(M) US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",These shoes are great.  This is the second pair that I have purchased and I love them.,Really Comfortable Shoes,P09183,Tamil Nadu,43,female
2271,5,"10 24, 2016",AD7ZF3D5JH9HL,"{'Size:': ' 7 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",Fit to size. Comfortable,Five Stars,P07095,Pondicherry,52,male
2272,5,"10 19, 2016",A2HL6AXS8GU07F,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Picky daughter actually loves them.,Worth it.,P09567,Haryana,41,male
2273,5,"10 17, 2016",A3GJ2XW7W3VC5L,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Fit like a dream! Great for cross-training/HITT videos I do everyday. Great for walking too. Look amazing!,Great sneakers!,P01948,Pondicherry,20,female
2274,5,"10 15, 2016",A1X1ZJUOWLSFPG,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Most comfortable training shoes I've worn in a long time.,Lightweight yet supportive,P03451,West Bangal,39,female
2275,4,"10 11, 2016",A2QVLSH9P0BFA6,"{'Size:': ' 8 B(M) US', 'Color:': ' White/Hyper Pink/Pure Platinum/Wolf Grey'}","I bought these sneakers for boot camp class.  They are very light weight and different than other sneakers that I have owned.  Have only used them a few times, but like them so far.",but like them so far,P05676,Goa,62,male
2276,3,"10 9, 2016",A17SQ5GHL7FCTZ,"{'Size:': ' 10 B(M) US', 'Color:': ' Bright Mango/Crimson/White/Blue'}",I got a hot spot on the bottom of my foot the first day I wore them.,Great red color,P04611,Rajasthan,11,male
2277,4,"10 5, 2016",A2JYB3OMH5QEBV,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Still breaking them in for use at the gym.  I think once I get used to them, they'll work great!  :)",they'll work great!: ),P09920,Goa,21,female
2278,3,"10 1, 2016",A717DJ1DZRTC5,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Bright Mango/Crimson/White/Blue'}",Not a fan. Shoes looked great but too narrow for most feet.,Shoes looked great but too narrow for most feet,P03117,Andhra Pradesh,33,female
2279,5,"09 26, 2016",A2NKNE9SV2KIN2,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/Wolf Grey/White/Pink'}","I love these shoes. I exercise in them as well as just take them on longer walks. Feels good, looks GREAT!!",I love these shoes,P04725,Assam,63,male
2280,5,"09 23, 2016",AZ3KLARHNWMNZ,"{'Size:': ' 7 B(M) US', 'Color:': ' Grey'}",fits perfect,Five Stars,P00980,Punjab,42,female
2281,5,"09 18, 2016",A218T4MO2D9DF3,"{'Size:': ' 8.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}",Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long.,Very comfortable shoes. I have wide feet with falling arches,P08513,Tamil Nadu,61,female
2282,1,"09 12, 2016",A39XW67H6XEUOJ,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}","Unfortunately, this Flex Supreme does NOT have enough support over the toe and ankle are for my requirements.
Returning for credit.  Thanks anyway.",Did not fit my feet,P00663,Gujarat,67,female
2283,1,"09 11, 2016",A3SM5XENOINDNH,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",After using this shoes seven times for regular activities like walking or dancing the sole came out. I am very disappointed. I don't recommend this product at all. The worse part is that I can not return this item because the return window closed 4 days ago.,Poor Quality. Don't buy.,P01401,Haryana,44,male
2284,5,"09 9, 2016",AMDBCZOTA9PVG,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Fit like gloves to my feet! Perfect for workouts.,Five Stars,P08265,Tamil Nadu,38,female
2285,4,"09 6, 2016",AIIPH3GX5LWS0,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","I've worn these to work out for 5 days in a row now. Initially, my arches ached but over time the discomfort subsided entirely. I've done everything from bootcamps, resistance training, running and Zumba. So yeah.., they are truly crosstrainers ;-)",Does the job!,P03334,Maharashtra,36,male
2286,4,"09 2, 2016",ASOSP4VAUDB7I,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",I liked these shoes a lot. Very light weight. I didn't give a 5 because the color was a little lighter than I thought it was going to be but still a great shoe. Very comfortable,I liked these shoes a lot,P01737,Goa,45,female
2287,5,"08 29, 2016",A11JLWK8H96AU,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Love them !!!,Five Stars,P08792,Delhi,25,female
2288,5,"08 27, 2016",AC5WLG32YTU5K,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",I love these shoes! Great arch support and perfect for cardio.,Five Stars,P08749,Lakshadweep,49,male
2289,5,"08 27, 2016",A2MIBT81MX859C,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",I workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts.,... crossfit and find that these shoes help give me good support with my endurance workouts,P06456,Sikkim,53,male
2290,3,"08 26, 2016",A2YPMEQ0QQ2I50,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","These shoes look really great. However, slightly loose. The problems with lack of support arose when I exercised. It feels like there is little to no support in them. Possibly this is a shoe more geared for an office environment or short walking distances.",Unnacceptable. Zero support,P05707,Tamil Nadu,42,male
2291,5,"08 23, 2016",A12LDKOWDBPQTC,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!,Great for walking!,P03283,Assam,48,female
2292,5,"08 20, 2016",A2S1234WV0NH27,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Favorite training and walking-around sneakers.
They look good with just about anything, and are comfortable for most situations.
With the exception of running (for which I use proper Mizuno running sneakers with an arch-support insole), these sneakers are my go-to.
If I could, I'd take away a 1/2 star for arch support - I have a slightly wider front of the foot and arches that are a little on the high side, so I do look for a good under the foot fit. I could probably tie the laces differently or put in an insole(they're pretty expensive), but as is, when I did a zumba class in these, my arch began to twinge :(
However, this is overall an awesome shoe that I will continue to stick with for going out, day to day walking, and for training and gym use (with the exception of running and zumba (although hip-hop was fine). The shoes have a great flexibility to them and don't look ""dirty"" easily. My previous pair of flex supreme TR 3s have lasted for a good 2 years and are just now on the verge of being worn out. This is the optimal sneaker that is flexible in more ways than one: from pointing you toes to leg-pressing, from gym use to shopping to adding a sporty edge to a dressy night out, the flex has it all.",Simply Supreme.,P07095,Delhi,66,female
